sec,secHelpText,group_id,rst_ID,rst_RecTypeID,rst_DetailTypeID,rst_DisplayName,rst_DisplayHelpText,rst_DisplayExtendedDescription,rst_DisplayOrder,rst_DisplayWidth,rst_DisplayHeight,rst_DefaultValue,rst_RecordMatchOrder,rst_CalcFunctionID,rst_CalcFieldMask,rst_RequirementType,rst_NonOwnerVisibility,rst_Status,rst_MayModify,rst_OriginatingDBID,rst_IDInOriginatingDB,rst_MaxValues,rst_MinValues,rst_InitialRepeats,rst_DisplayDetailTypeGroupID,rst_FilteredJsonTermIDTree,rst_PtrFilteredIDs,rst_CreateChildIfRecPtr,rst_PointerMode,rst_PointerBrowseFilter,rst_OrderForThumbnailGeneration,rst_TermIDTreeNonSelectableIDs,rst_ShowDetailCertainty,rst_ShowDetailAnnotation,rst_NumericLargestValueUsed,rst_EntryMask,rst_Modified,rst_LocallyModified,rst_SemanticReferenceURL,rst_TermsAsButtons,rty_ID,rty_Name,rty_OrderInGroup,rty_Description,rty_TitleMask,rty_CanonicalTitleMask,rty_Plural,rty_Status,rty_OriginatingDBID,rty_NameInOriginatingDB,rty_IDInOriginatingDB,rty_NonOwnerVisibility,rty_ShowInLists,rty_RecTypeGroupID,rty_RecTypeModelIDs,rty_FlagAsFieldset,rty_ReferenceURL,rty_AlternativeRecEditor,rty_Type,rty_ShowURLOnEditForm,rty_ShowDescriptionOnEditForm,rty_Modified,rty_LocallyModified,dty_ID,dty_Name,dty_Documentation,dty_Type,dty_HelpText,dty_ExtendedDescription,dty_EntryMask,dty_Status,dty_OriginatingDBID,dty_NameInOriginatingDB,dty_IDInOriginatingDB,dty_DetailTypeGroupID,dty_OrderInGroup,dty_JsonTermIDTree,dty_TermIDTreeNonSelectableIDs,dty_PtrTargetRectypeIDs,dty_FieldSetRectypeID,dty_ShowInLists,dty_NonOwnerVisibility,dty_Modified,dty_LocallyModified,dty_SemanticReferenceURL,trm_TreeID,trm_Label,trm_Description,n_vocabTerms,vocabTerms
Label Components,,1,3329,103,57,Label Components,,,0,100,3,tabs,0,,,optional,public,open,open,0,,1,0,1,,,,false,dropdown_add,,,,false,false,,,2024-08-28 14:20:58,0,,false,103,story,0,"An abstract \'work\', as an entity of superior level to  a given text. Typically, it can be a \'geste\' known by several major versions or independent texts, like the Story of Guillaume or Vivien, or Perceval for that matter.",[1244] ({\\[1263.term]}),160,stories,open,0,geste,103,viewable,true,23,,false,,,normal,false,true,2025-03-05 10:14:50,false,57,Header 1,Please document the nature of this detail type (field)) ...,separator, ,,,open,2,Header 1,57,139,0,,[],[],0,false,viewable,2021-12-31 05:59:44,true,,,,,,
Label Components,,1,3682,103,1244,preferred_name,Received or primary name by which the entity is known.,,1,100,3,,0,,,required,public,open,open,0,,1,0,1,,,,false,dropdown_add,,,,false,false,,,2024-08-28 16:29:26,0,,false,103,story,0,"An abstract \'work\', as an entity of superior level to  a given text. Typically, it can be a \'geste\' known by several major versions or independent texts, like the Story of Guillaume or Vivien, or Perceval for that matter.",[1244] ({\\[1263.term]}),160,stories,open,0,geste,103,viewable,true,23,,false,,,normal,false,true,2025-03-05 10:14:50,false,1244,preferred_name,Please document the nature of this detail type (field)) ...,freetext,Received or primary name by which the entity is known.,,,open,0,preferred_name,1244,1,0,,[],[],,true,viewable,2024-08-27 15:57:52,false,,,,,,
Label Components,,1,3683,103,1246,is_part_of_storyverse,The storyverse of which this record is a part.,,2,100,3,,0,,,recommended,public,open,open,0,,0,0,1,,,,false,dropdown_add,,,,false,false,,,2025-01-23 12:16:15,0,,false,103,story,0,"An abstract \'work\', as an entity of superior level to  a given text. Typically, it can be a \'geste\' known by several major versions or independent texts, like the Story of Guillaume or Vivien, or Perceval for that matter.",[1244] ({\\[1263.term]}),160,stories,open,0,geste,103,viewable,true,23,,false,,,normal,false,true,2025-03-05 10:14:50,false,1246,is_part_of_storyverse,Please document the nature of this detail type (field)) ...,resource,The storyverse of which this record is a part.,,,open,0,member_of_cycle,1246,1,0,,[],[102],,true,viewable,2025-01-23 12:16:17,false,,,,,,
Description,,2,3678,103,69,Description,,,3,100,3,tabs,0,,,optional,public,open,open,0,,1,0,1,,,,false,dropdown_add,,,,false,false,,,2024-08-28 16:29:26,0,,false,103,story,0,"An abstract \'work\', as an entity of superior level to  a given text. Typically, it can be a \'geste\' known by several major versions or independent texts, like the Story of Guillaume or Vivien, or Perceval for that matter.",[1244] ({\\[1263.term]}),160,stories,open,0,geste,103,viewable,true,23,,false,,,normal,false,true,2025-03-05 10:14:50,false,69,Header 3,Please document the nature of this detail type (field)) ...,separator, ,,,open,2,Header 3,69,139,0,,[],[],0,false,viewable,2021-12-31 05:59:45,true,,,,,,
Description,,2,3684,103,132,alternative_names,"Alternative names or titles, use for simple alternatives where additional metadata is not needed.",,4,100,3,,0,,,optional,public,open,open,0,,0,0,1,,,,false,dropdown_add,,,,false,false,,,2024-09-24 11:33:38,0,,false,103,story,0,"An abstract \'work\', as an entity of superior level to  a given text. Typically, it can be a \'geste\' known by several major versions or independent texts, like the Story of Guillaume or Vivien, or Perceval for that matter.",[1244] ({\\[1263.term]}),160,stories,open,0,geste,103,viewable,true,23,,false,,,normal,false,true,2025-03-05 10:14:50,false,132,alternative_names,,freetext,"Alternative names or titles, use for simple alternatives where additional metadata is not needed.",,,open,3,Title - alternate,1009,1,0,,[],[],0,true,viewable,2024-09-24 11:33:39,true,,,,,,
Description,,2,3685,103,1263,matter,The matter treated by the literary content of the entity.,,5,100,3,,0,,,required,public,open,open,0,,1,0,1,,,,false,dropdown_add,,,,false,false,,,2024-08-29 10:24:58,0,,true,103,story,0,"An abstract \'work\', as an entity of superior level to  a given text. Typically, it can be a \'geste\' known by several major versions or independent texts, like the Story of Guillaume or Vivien, or Perceval for that matter.",[1244] ({\\[1263.term]}),160,stories,open,0,geste,103,viewable,true,23,,false,,,normal,false,true,2025-03-05 10:14:50,false,1263,matter,Please document the nature of this detail type (field)) ...,enum,The matter treated by the literary content of the entity.,,,open,0,matter,1263,1,0,9720,[],[],,true,viewable,2024-08-28 14:23:14,false,,9720,Matter,The matter or thematic subject treated in the course of a story.,5,"{England={'description': 'Ancestral and popular histories taking place in England, including English folklore.', 'url': 'https://www.wikidata.org/wiki/Q16932748', 'id': 9722}, Britain={'description': Stories about King Arthur and other legendary kings in Britain and Brittany., 'url': 'https://www.wikidata.org/wiki/Q507738', 'id': 9723}, France={'description': Tales about Charlemagne and other legendary stories related to the history of France., 'url': 'https://www.wikidata.org/wiki/Q2487521', 'id': 9724}, Rome={'description': 'Histories about antiquity, ancient Greek and Roman mythology, as well as the conquests of Alexander the Great and Julius Caesar.', 'url': 'https://www.wikidata.org/wiki/Q2481494', 'id': 9725}, Other={'description': NULL, 'url': NULL, 'id': 9766}}"
Description,,2,3950,103,1331,peripheral,Not part of the main corpus\'s scope.,,6,100,3,9498,0,,,recommended,public,open,open,0,,1,0,1,,,,false,dropdown_add,,,,false,false,,,2025-03-05 09:52:58,0,,true,103,story,0,"An abstract \'work\', as an entity of superior level to  a given text. Typically, it can be a \'geste\' known by several major versions or independent texts, like the Story of Guillaume or Vivien, or Perceval for that matter.",[1244] ({\\[1263.term]}),160,stories,open,0,geste,103,viewable,true,23,,false,,,normal,false,true,2025-03-05 10:14:50,false,1331,peripheral,Please document the nature of this detail type (field)) ...,enum,Not part of the main corpus\'s scope.,,,open,0,peripheral,1331,1,0,9496,[],[],,true,viewable,2024-09-30 15:42:53,false,,9496,yes/no vocab,,3,"{Yes={'description': NULL, 'url': NULL, 'id': 9497}, No={'description': NULL, 'url': NULL, 'id': 9498}, unknown={'description': The information is not ready for input., 'url': NULL, 'id': 9535}}"
Description,,2,3686,103,1264,is_modeled_on,Model that was intentionally used in crafting the entity.,,7,100,3,,0,,,optional,public,open,open,0,,0,0,1,,,,false,dropdown_add,,,,false,false,,,2025-03-05 09:52:19,0,,false,103,story,0,"An abstract \'work\', as an entity of superior level to  a given text. Typically, it can be a \'geste\' known by several major versions or independent texts, like the Story of Guillaume or Vivien, or Perceval for that matter.",[1244] ({\\[1263.term]}),160,stories,open,0,geste,103,viewable,true,23,,false,,,normal,false,true,2025-03-05 10:14:50,false,1264,is_modeled_on,Please document the nature of this detail type (field)) ...,resource,Model that was intentionally used in crafting the entity.,,,open,0,is_modeled_on,1264,1,0,,[],[103],,true,viewable,2024-08-28 14:24:00,false,,,,,,
References,,3,3679,103,70,References,,,8,100,3,tabs,0,,,optional,public,open,open,0,,1,0,1,,,,false,dropdown_add,,,,false,false,,,2025-03-05 09:52:19,0,,false,103,story,0,"An abstract \'work\', as an entity of superior level to  a given text. Typically, it can be a \'geste\' known by several major versions or independent texts, like the Story of Guillaume or Vivien, or Perceval for that matter.",[1244] ({\\[1263.term]}),160,stories,open,0,geste,103,viewable,true,23,,false,,,normal,false,true,2025-03-05 10:14:50,false,70,Header 4,Please document the nature of this detail type (field)) ...,separator, ,,,open,2,Header 4,70,139,0,,[],[],0,false,viewable,2021-12-31 05:59:46,true,,,,,,
References,,3,3681,103,1255,described_by_source,"Work where the item is described.<br>Property <a target=\""_blank\"" href=\""https://www.wikidata.org/wiki/Property:P1343\"">P1343</a><br>\nDescribed in source / written about in / described by encyclopedia / described by reference work",,9,100,3,,0,,,recommended,public,open,open,0,,0,0,1,,,,false,dropdown_add,,,,false,false,,,2025-03-05 09:52:19,0,https://www.wikidata.org/wiki/Property:P1343,false,103,story,0,"An abstract \'work\', as an entity of superior level to  a given text. Typically, it can be a \'geste\' known by several major versions or independent texts, like the Story of Guillaume or Vivien, or Perceval for that matter.",[1244] ({\\[1263.term]}),160,stories,open,0,geste,103,viewable,true,23,,false,,,normal,false,true,2025-03-05 10:14:50,false,1255,described_by_source,Please document the nature of this detail type (field)) ...,resource,"Work where the item is described.<br>Property <a target=\""_blank\"" href=\""https://www.wikidata.org/wiki/Property:P1343\"">P1343</a><br>\nDescribed in source / written about in / described by encyclopedia / described by reference work",,,open,0,described_by_source,1255,1,0,,[],"[73, 77, 128, 69, 70]",,true,viewable,2024-10-16 14:22:50,false,https://www.wikidata.org/wiki/Property:P1343,,,,,
