sec,secHelpText,group_id,rst_ID,rst_RecTypeID,rst_DetailTypeID,rst_DisplayName,rst_DisplayHelpText,rst_DisplayExtendedDescription,rst_DisplayOrder,rst_DisplayWidth,rst_DisplayHeight,rst_DefaultValue,rst_RecordMatchOrder,rst_CalcFunctionID,rst_CalcFieldMask,rst_RequirementType,rst_NonOwnerVisibility,rst_Status,rst_MayModify,rst_OriginatingDBID,rst_IDInOriginatingDB,rst_MaxValues,rst_MinValues,rst_InitialRepeats,rst_DisplayDetailTypeGroupID,rst_FilteredJsonTermIDTree,rst_PtrFilteredIDs,rst_CreateChildIfRecPtr,rst_PointerMode,rst_PointerBrowseFilter,rst_OrderForThumbnailGeneration,rst_TermIDTreeNonSelectableIDs,rst_ShowDetailCertainty,rst_ShowDetailAnnotation,rst_NumericLargestValueUsed,rst_EntryMask,rst_Modified,rst_LocallyModified,rst_SemanticReferenceURL,rst_TermsAsButtons,rty_ID,rty_Name,rty_OrderInGroup,rty_Description,rty_TitleMask,rty_CanonicalTitleMask,rty_Plural,rty_Status,rty_OriginatingDBID,rty_NameInOriginatingDB,rty_IDInOriginatingDB,rty_NonOwnerVisibility,rty_ShowInLists,rty_RecTypeGroupID,rty_RecTypeModelIDs,rty_FlagAsFieldset,rty_ReferenceURL,rty_AlternativeRecEditor,rty_Type,rty_ShowURLOnEditForm,rty_ShowDescriptionOnEditForm,rty_Modified,rty_LocallyModified,dty_ID,dty_Name,dty_Documentation,dty_Type,dty_HelpText,dty_ExtendedDescription,dty_EntryMask,dty_Status,dty_OriginatingDBID,dty_NameInOriginatingDB,dty_IDInOriginatingDB,dty_DetailTypeGroupID,dty_OrderInGroup,dty_JsonTermIDTree,dty_TermIDTreeNonSelectableIDs,dty_PtrTargetRectypeIDs,dty_FieldSetRectypeID,dty_ShowInLists,dty_NonOwnerVisibility,dty_Modified,dty_LocallyModified,dty_SemanticReferenceURL,trm_TreeID,trm_Label,trm_Description,n_vocabTerms,vocabTerms
Group information,,1,3131,60,57,Group information,,,0,100,3,group,0,0,,optional,public,open,open,2,3131,1,0,1,0,,,false,addorbrowse,,0,,false,false,0,,2023-01-05 14:03:52,0,,false,60,Group or association,0,"An informally constituted but identifiable group of people, or a formally constituted association",record [ID],160,Groups or associations,open,2,Groups and associations,60,viewable,true,14,,false,,,normal,false,true,2021-03-12 12:18:04,true,57,Header 1,Please document the nature of this detail type (field)) ...,separator, ,,,open,2,Header 1,57,139,0,,[],[],0,false,viewable,2021-12-31 05:59:44,true,,,,,,
Group information,,1,2652,60,1,Name / Title,"The main name or title for the object. Title of a work, family name of person, name of organisation etc.",,1,60,3,,0,0,,required,public,open,open,2,2652,1,0,1,0,,,false,addorbrowse,,0,,false,false,0,,2023-01-05 14:03:52,0,,false,60,Group or association,0,"An informally constituted but identifiable group of people, or a formally constituted association",record [ID],160,Groups or associations,open,2,Groups and associations,60,viewable,true,14,,false,,,normal,false,true,2021-03-12 12:18:04,true,1,place_name,Name or phrase used to identify the represented object/entity,freetext,"Commonly used name of the place. Do not abbreviate or use hierarchichal naming (put that under country, state etc.)",,,reserved,2,Name,1,1,0,,[],[],0,true,viewable,2024-08-23 15:27:48,true,,,,,,
Group information,,1,3132,60,1051,Type of group,The nature of the group or association,,2,100,3,,0,0,,recommended,public,open,open,2,3132,1,0,1,0,,,false,addorbrowse,,0,,false,false,0,,2023-01-05 14:03:52,0,,false,60,Group or association,0,"An informally constituted but identifiable group of people, or a formally constituted association",record [ID],160,Groups or associations,open,2,Groups and associations,60,viewable,true,14,,false,,,normal,false,true,2021-03-12 12:18:04,true,1051,Type of group,Please document the nature of this detail type (field)) ...,enum,The nature of the group or association,,,open,2,Type of group,1051,135,0,6866,[],[],0,true,viewable,2021-03-11 23:42:08,true,,6866,Group or association type,,7,"{Congregation={'description': NULL, 'url': NULL, 'id': 6867}, Association={'description': NULL, 'url': NULL, 'id': 6868}, Mob={'description': NULL, 'url': NULL, 'id': 6869}, Society={'description': NULL, 'url': NULL, 'id': 6870}, Guild={'description': NULL, 'url': NULL, 'id': 6871}, Club={'description': NULL, 'url': NULL, 'id': 6872}, Participants={'description': NULL, 'url': NULL, 'id': 6873}}"
Group information,,1,2653,60,3,Short summary,"Short summary, typically used in annotated listings, information popups and so forth. Aim for 100 - 200 words.",,3,100,3,,0,0,,recommended,public,open,open,2,2653,1,0,1,0,,,false,addorbrowse,,0,,false,false,0,,2023-01-05 14:03:52,0,,false,60,Group or association,0,"An informally constituted but identifiable group of people, or a formally constituted association",record [ID],160,Groups or associations,open,2,Groups and associations,60,viewable,true,14,,false,,,normal,false,true,2021-03-12 12:18:04,true,3,Short summary,Short summary or description of the object/entity,blocktext,"Short summary, typically used in annotated listings, information popups and so forth. Aim for 100 - 200 words.",,,reserved,2,Short summary,3,1,0,,[],[],0,true,viewable,2012-10-15 12:07:35,true,,,,,,
Group information,,1,2654,60,39,Representative image or logo of group,"The representative image used in record view, in search results and in other compact listings",,4,100,3,,0,0,,recommended,public,open,open,2,2654,1,0,1,0,,,false,addorbrowse,,0,,false,false,0,,2023-01-05 14:03:52,0,,false,60,Group or association,0,"An informally constituted but identifiable group of people, or a formally constituted association",record [ID],160,Groups or associations,open,2,Groups and associations,60,viewable,true,14,,false,,,normal,false,true,2021-03-12 12:18:04,true,39,Primary / preferred image,Please document the nature of this detail type (field)) ...,file,"The representative image used in record view, in search results and in other compact listings",,,reserved,2,Thumbnail image,39,132,0,,[],[],0,true,viewable,2022-11-03 11:51:16,true,,,,,,
Group information,,1,2655,60,10,Start date,Start Date (or birth/creation) - may also include time and/or have fuzzy limits,,5,20,3,,0,0,,recommended,public,open,open,2,2655,1,0,1,0,,,false,addorbrowse,,0,,false,false,0,,2023-01-05 14:03:52,0,,false,60,Group or association,0,"An informally constituted but identifiable group of people, or a formally constituted association",record [ID],160,Groups or associations,open,2,Groups and associations,60,viewable,true,14,,false,,,normal,false,true,2021-03-12 12:18:04,true,10,Start date,Date representing the beginning of real/conceptual object/entity ,date,Start Date (or birth/creation) - may also include time and/or have fuzzy limits,Note that this detail describes a temporal object and can be used to describe dates that have a level of uncertainty,,reserved,2,Start date,10,1,0,,[],[],0,true,viewable,2021-12-30 18:32:23,true,,,,,,
Group information,,1,2656,60,11,End date,End Date (or death/destruction) - may also include time and/or have fuzzy limits,,6,20,3,,0,0,,recommended,public,open,open,2,2656,1,0,1,0,,,false,addorbrowse,,0,,false,false,0,,2023-01-05 14:03:52,0,,false,60,Group or association,0,"An informally constituted but identifiable group of people, or a formally constituted association",record [ID],160,Groups or associations,open,2,Groups and associations,60,viewable,true,14,,false,,,normal,false,true,2021-03-12 12:18:04,true,11,End date,Date representing the ending of real/conceptual object/entity,date,End Date (or death/destruction) - may also include time and/or have fuzzy limits,Please provide an extended description for display on rollover ...,,reserved,2,End date,11,1,0,,[],[],0,true,viewable,2021-12-30 18:32:17,true,,,,,,
Group information,,1,2663,60,134,Location (place),Reference (pointer) to the Place where the entity is located (for organisations generally head office/main location),,7,100,3,,0,0,,optional,public,open,open,2,2663,1,0,1,0,,,false,addorbrowse,,0,,false,false,0,,2023-01-05 14:03:52,0,,false,60,Group or association,0,"An informally constituted but identifiable group of people, or a formally constituted association",record [ID],160,Groups or associations,open,2,Groups and associations,60,viewable,true,14,,false,,,normal,false,true,2021-03-12 12:18:04,true,134,Location (place),Please document the nature of this detail type (field)) ...,resource,Reference (pointer) to the Place where the entity is located (for organisations generally head office/main location),,,open,2,Location (place) >,134,114,0,,[],[12],0,true,viewable,2017-01-15 18:29:57,true,,,,,,
